node_id,area,coord,node_type_raw,node_type_norm,x,y,current_alliance,owner_server,owner_server_source,server_side,pact_status,pact_source,status_raw,status_norm,captured_at_jst,safe_until_jst,protection_status,last_event_at,last_event_owner,event_count,confidence,enemy_flag,destroyed_flag,warning_flags,source_row,updated_at_jst,memo
#440:H-7,#440,H-7,漁場,fishery,299,699,aTA,,unknown,unknown,unknown,,active,owned,2026/05/24 18:20,,safe_time_missing,2026/05/24 18:20,aTA,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,17,2026-05-30T23:03:59+09:00,
#440:A-9,#440,A-9,漁場,fishery,399,20,WoW3,,unknown,unknown,unknown,,active,owned,2026/05/24 9:36,,safe_time_missing,2026/05/24 9:36,WoW3,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,18,2026-05-30T23:03:59+09:00,
#440:C-9,#440,C-9,漁場,fishery,399,199,DOLU,,unknown,unknown,unknown,,active,owned,2026/05/24 6:13,,safe_time_missing,2026/05/24 6:13,DOLU,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,19,2026-05-30T23:03:59+09:00,
#440:b-12,#440,b-12,都市,city,549,149,DOLU,,unknown,unknown,unknown,,active,owned,2026/05/24 5:17,,safe_time_missing,2026/05/24 5:17,DOLU,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,20,2026-05-30T23:03:59+09:00,
#440:b-14,#440,b-14,都市,city,649,149,DOLU,,unknown,unknown,unknown,,active,owned,2026/05/24 5:17,,safe_time_missing,2026/05/24 5:17,DOLU,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,21,2026-05-30T23:03:59+09:00,
#440:C-11,#440,C-11,漁場,fishery,499,199,DOLU,,unknown,unknown,unknown,,active,owned,2026/05/24 2:38,,safe_time_missing,2026/05/24 2:38,DOLU,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,22,2026-05-30T23:03:59+09:00,
#440:e-14,#440,e-14,都市,city,649,449,GcC,,unknown,unknown,unknown,,active,owned,2026/05/23 21:58,,safe_time_missing,2026/05/23 21:58,GcC,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,23,2026-05-30T23:03:59+09:00,
#440:f-14,#440,f-14,都市,city,649,549,GcC,,unknown,unknown,unknown,,active,owned,2026/05/23 21:58,,safe_time_missing,2026/05/23 21:58,GcC,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,24,2026-05-30T23:03:59+09:00,
#440:H-5,#440,H-5,漁場,fishery,199,699,aTA,,unknown,unknown,unknown,,active,owned,2026/05/23 21:05,,safe_time_missing,2026/05/23 21:05,aTA,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,26,2026-05-30T23:03:59+09:00,
#440:h-4,#440,h-4,都市,city,149,749,aTA,,unknown,unknown,unknown,,active,owned,2026/05/23 20:10,,safe_time_missing,2026/05/23 20:10,aTA,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,28,2026-05-30T23:03:59+09:00,
#440:I-5,#440,I-5,漁場,fishery,199,799,aTA,,unknown,unknown,unknown,,active,owned,2026/05/23 19:15,,safe_time_missing,2026/05/23 19:15,aTA,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,29,2026-05-30T23:03:59+09:00,
#440:f-4,#440,f-4,都市,city,149,549,IMp,,unknown,unknown,unknown,,active,owned,2026/05/23 16:57,,safe_time_missing,2026/05/23 16:57,IMp,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,32,2026-05-30T23:03:59+09:00,
#440:e-4,#440,e-4,都市,city,149,449,IMp,,unknown,unknown,unknown,,active,owned,2026/05/23 16:36,,safe_time_missing,2026/05/23 16:36,IMp,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,33,2026-05-30T23:03:59+09:00,
#440:F-5,#440,F-5,漁場,fishery,199,499,TrX,,unknown,unknown,unknown,,active,owned,2026/05/23 16:21,,safe_time_missing,2026/05/23 16:21,TrX,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,34,2026-05-30T23:03:59+09:00,
#440:G-5,#440,G-5,漁場,fishery,199,599,TrX,,unknown,unknown,unknown,,active,owned,2026/05/23 16:21,,safe_time_missing,2026/05/23 16:21,TrX,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,35,2026-05-30T23:03:59+09:00,
#440:h-18,#440,h-18,都市,city,849,749,TrX,,unknown,unknown,unknown,,active,owned,2026/05/23 15:48,,safe_time_missing,2026/05/23 15:48,TrX,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,36,2026-05-30T23:03:59+09:00,
#440:g-20,#440,g-20,都市,city,949,649,TrX,,unknown,unknown,unknown,,active,owned,2026/05/23 15:36,,safe_time_missing,2026/05/23 15:36,TrX,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,37,2026-05-30T23:03:59+09:00,
#440:d-16,#440,d-16,都市,city,749,349,TaW,,unknown,unknown,unknown,,active,owned,2026/05/23 14:13,,safe_time_missing,2026/05/23 14:13,TaW,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,38,2026-05-30T23:03:59+09:00,
#440:i-16,#440,i-16,都市,city,749,849,TaW,,unknown,unknown,unknown,,active,owned,2026/05/23 14:06,,safe_time_missing,2026/05/23 14:06,TaW,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,39,2026-05-30T23:03:59+09:00,
#440:D-3,#440,D-3,漁場,fishery,99,299,IMp,,unknown,unknown,unknown,,active,owned,2026/05/23 4:31,,safe_time_missing,2026/05/23 4:31,IMp,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,41,2026-05-30T23:03:59+09:00,
#440:D-15,#440,D-15,漁場,fishery,699,299,DOLU,,unknown,unknown,unknown,,active,owned,2026/05/23 2:34,,safe_time_missing,2026/05/23 2:34,DOLU,0,medium,FALSE,FALSE,missing_owner_server;unknown_affiliation,42,2026-05-30T23:03:59+09:00,
