node_id,area,coord,node_type_norm,current_alliance,owner_server,owner_server_source,server_side,pact_status,status_norm,frontline_group,enemy_flag,destroyed_flag,strategic_value,risk_score,risk_level,risk_note,confidence,memo
#476:b-8,#476,b-8,city,476T,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:c-2,#476,c-2,city,476K,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:c-6,#476,c-6,city,476M,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:f-14,#476,f-14,city,476d,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:f-16,#476,f-16,city,476d,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:f-4,#476,f-4,city,476H,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:f-6,#476,f-6,city,476X,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:g-10,#476,g-10,city,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:g-12,#476,g-12,city,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:g-14,#476,g-14,city,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:g-16,#476,g-16,city,476d,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:g-18,#476,g-18,city,476d,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:g-4,#476,g-4,city,476H,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:g-6,#476,g-6,city,476C,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:g-8,#476,g-8,city,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:h-10,#476,h-10,city,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:h-12,#476,h-12,city,476H,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:h-14,#476,h-14,city,476d,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:h-16,#476,h-16,city,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:h-2,#476,h-2,city,476K,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:h-4,#476,h-4,city,476C,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:h-6,#476,h-6,city,476C,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:h-8,#476,h-8,city,476C,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:i-10,#476,i-10,city,476H,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:i-12,#476,i-12,city,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:i-14,#476,i-14,city,476H,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:i-16,#476,i-16,city,476d,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:i-18,#476,i-18,city,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:i-20,#476,i-20,city,476d,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:i-4,#476,i-4,city,476C,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:i-6,#476,i-6,city,476H,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:i-8,#476,i-8,city,476H,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:b-20,#480,b-20,city,AAOA,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:c-18,#480,c-18,city,AAOA,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:f-18,#480,f-18,city,AAOA,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:f-2,#480,f-2,city,Digg,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:f-4,#480,f-4,city,Digg,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:f-6,#480,f-6,city,TkTk,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:f-8,#480,f-8,city,BgNa,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:g-10,#480,g-10,city,RCON,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:g-12,#480,g-12,city,RCON,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:g-14,#480,g-14,city,TkTk,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:g-18,#480,g-18,city,BgNa,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:g-20,#480,g-20,city,Digg,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:g-6,#480,g-6,city,TkTk,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:g-8,#480,g-8,city,RCON,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:h-20,#480,h-20,city,Digg,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:i-4,#480,i-4,city,RCON,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#480:j-8,#480,j-8,city,TkTk,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#503:a-4,#503,a-4,city,Lghs,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#503:f-8,#503,f-8,city,GX99,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#503:g-10,#503,g-10,city,GX99,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#503:g-14,#503,g-14,city,fzn,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#503:g-6,#503,g-6,city,GX99,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#503:g-8,#503,g-8,city,GX99,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#503:i-14,#503,i-14,city,fzn,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#503:j-10,#503,j-10,city,fzn,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#503:j-12,#503,j-12,city,fzn,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#503:j-14,#503,j-14,city,fzn,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#503:j-8,#503,j-8,city,fzn,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#509:a-16,#509,a-16,city,SHA,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#509:a-2,#509,a-2,city,SHA,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#509:b-2,#509,b-2,city,SHA,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#523:j-16,#523,j-16,city,476Z,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#534:b-10,#534,b-10,city,SHA,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#534:b-12,#534,b-12,city,SHA,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#534:c-2,#534,c-2,city,nO9,476,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#534:c-4,#534,c-4,city,nO9,476,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#534:g-8,#534,g-8,city,nO9,476,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#534:h-6,#534,h-6,city,nO9,476,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#534:h-8,#534,h-8,city,nO9,476,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,30,70,high,city +30; enemy_flag +40,medium,
#476:D-3,#476,D-3,fishery,476K,476,ownership_current,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#480:D-17,#480,D-17,fishery,AAOA,480,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#480:D-19,#480,D-19,fishery,TkTk,480,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#480:E-19,#480,E-19,fishery,TkTk,480,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#480:E-5,#480,E-5,fishery,RCON,480,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#503:D-15,#503,D-15,fishery,299,299,ownership_current,enemy,unknown,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#503:D-3,#503,D-3,fishery,GX99,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#503:D-7,#503,D-7,fishery,TkTk,480,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#503:E-3,#503,E-3,fishery,RCON,480,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#503:E-7,#503,E-7,fishery,Lghs,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:D-15,#509,D-15,fishery,Lghs,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:D-17,#509,D-17,fishery,RCON,480,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:D-9,#509,D-9,fishery,476A,476,ownership_current,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:E-15,#509,E-15,fishery,GX99,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:E-19,#509,E-19,fishery,Lghs,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:E-21,#509,E-21,fishery,Lghs,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#509:E-9,#509,E-9,fishery,Lghs,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#534:D-7,#534,D-7,fishery,476B,476,ownership_current,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#534:D-9,#534,D-9,fishery,SHA,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#534:E-9,#534,E-9,fishery,SHA,503,alliance_directory,enemy,attack_allowed,owned,frontline_adjacent,TRUE,FALSE,10,65,high,fishery +10; enemy_flag +40; frontline_adjacent +15,medium,
#440:j-12,#440,j-12,trade,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#440:j-14,#440,j-14,trade,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#440:j-2,#440,j-2,trade,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#440:j-4,#440,j-4,trade,476B,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#440:j-6,#440,j-6,trade,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#440:j-8,#440,j-8,trade,476B,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#476:j-10,#476,j-10,trade,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#476:j-12,#476,j-12,trade,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#476:j-16,#476,j-16,trade,476d,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#476:j-18,#476,j-18,trade,476Z,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#476:j-2,#476,j-2,trade,476B,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#476:j-20,#476,j-20,trade,476X,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#476:j-4,#476,j-4,trade,476C,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#476:j-6,#476,j-6,trade,476C,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#476:j-8,#476,j-8,trade,476C,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#480:a-16,#480,a-16,trade,476d,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#480:a-18,#480,a-18,trade,BgNa,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#480:a-2,#480,a-2,trade,RCON,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#480:a-4,#480,a-4,trade,RCON,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#480:a-6,#480,a-6,trade,nO9,476,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#480:a-8,#480,a-8,trade,RCON,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#503:a-2,#503,a-2,trade,Lghs,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#503:b-2,#503,b-2,trade,GX99,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#503:c-2,#503,c-2,trade,Lghs,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#503:g-2,#503,g-2,trade,Lghs,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#503:h-2,#503,h-2,trade,GX99,503,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#509:a-20,#509,a-20,trade,476B,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#509:b-20,#509,b-20,trade,476B,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#509:c-20,#509,c-20,trade,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#509:f-20,#509,f-20,trade,476B,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#509:g-20,#509,g-20,trade,RCON,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#509:h-20,#509,h-20,trade,476B,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#509:i-20,#509,i-20,trade,476A,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#509:j-20,#509,j-20,trade,476B,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#511:a-2,#511,a-2,trade,476X,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#511:b-2,#511,b-2,trade,476d,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#511:f-2,#511,f-2,trade,BgNa,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#511:h-2,#511,h-2,trade,476B,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#511:i-2,#511,i-2,trade,476Z,476,ownership_current,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
#511:j-2,#511,j-2,trade,BgNa,480,alliance_directory,enemy,attack_allowed,owned,other,TRUE,FALSE,20,60,high,trade +20; enemy_flag +40,medium,
