sheet_row,position_key,target_server,x,y,previous_type,previous_owner,previous_acquired_at,new_type,new_owner,new_acquired_at,image,action,time_source,source_text
1591,#534:G-15,#534,699,599,漁場,KTVS,2026/05/22 20:40,漁場,fzn,2026/06/17 23:51,IMG_2386.PNG,occupy,visible_time,"連盟fznがLV.3漁場 #534(X:699,Y:599)を占 領"
1729,#534:I-17,#534,799,799,漁場,f4j,,漁場,xjR,2026/06/17 23:51,IMG_2386.PNG,occupy,visible_time,"連盟xjRがLV.2漁場 #534(X:799,Y:799)を占 領"
685,#503:K-1,#503,20,978,漁場,UMN,2026/05/24 7:16,漁場,TIKW,2026/06/17 23:51,IMG_2386.PNG,occupy,visible_time,"連盟TIKWがLV.1漁場 #503(X:20,Y:978)を占 領"
482,#480:c-18,#480,849,249,都市,AAOA,2026/05/23 11:08,都市,破壊,2026/06/20 04:02,IMG_2462.PNG,destroy,visible_datetime,"#509[MOn]が#480[AAOA]領有中のLV.1都市 #480(849,249)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-20 04:02:42"
607,#480:f-16,#480,749,549,都市,,,都市,破壊,2026/06/20 04:08,IMG_2462.PNG,destroy,visible_datetime,"#509[5s0]が#480[AAOA]領有中のLV.2都市 #480(749,549)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-20 04:08:57"
584,#480:d-18,#480,849,349,都市,,,都市,破壊,2026/06/20 04:24,IMG_2462.PNG,destroy,visible_datetime,"#509[MOn]が#480[AAOA]領有中のLV.1都市 #480(849,349)を攻撃し、陣宮のために破壊宝箱x2を勝 ち取りました 2026-6-20 04:24:32"
1230,#511:b-14,#511,649,149,都市,2N7,2026/06/03 11:01,都市,破壊,2026/06/20 04:40,IMG_2462.PNG,destroy,visible_datetime,"#523[WUG]が#511[2N7]領有中のLV.1都市#511(649,149)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 04:40:37"
1522,#523:i-6,#523,249,849,都市,,,都市,破壊,2026/06/20 04:43,IMG_2463.PNG,destroy,visible_datetime,"#534[JDX]が#523[u30]領有中のLV.1都市#523(249,849)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 04:43:19"
340,#476:C-21,#476,978,199,漁場,R6q,2026/06/05 19:37,漁場,Digg,2026/06/20 09:59,IMG_2471.PNG,occupy,visible_time,"連盟DiggがLV.1漁場 #476(X:978,Y:199)を 占領"
876,#503:J-21,#503,978,899,漁場,,,漁場,pSs,2026/06/20 11:48,IMG_2470.PNG,occupy,visible_time,"連盟pSsがLV.1漁場 #503(X:978,Y:899)を占 領"
1705,#534:g-4,#534,149,649,都市,kOi,,都市,破壊,2026/06/20 12:02,IMG_2463.PNG,destroy,visible_datetime,"#476[476M]が#534領有中のLV.1都市#534(149,649)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 12:02:13"
1043,#509:f-4,#509,149,549,都市,tWD,2026/06/03 14:07,都市,破壊,2026/06/20 12:05,IMG_2463.PNG,destroy,visible_datetime,"#503[one]が#509[tWD]領有中のLV.1都市#509(149,549)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 12:05:40"
1692,#534:f-4,#534,149,549,都市,kOi,,都市,破壊,2026/06/20 12:10,IMG_2463.PNG,destroy,visible_datetime,"#476[476M]が#534領有中のLV.1都市#534(149,549)を 攻撃し、陣営のために破壊宝箱xをち取りました 2026-6-20 12:10:11"
1478,#523:f-2,#523,49,549,都市,5DU,2026/06/11 7:10,都市,破壊,2026/06/20 12:20,IMG_2464.PNG,destroy,visible_datetime,"#534[KTVS]が#523[5DU]領有中のLV.1都市#523(49,549)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 12:20:30"
1661,#534:d-4,#534,149,349,都市,nO9,,都市,破壊,2026/06/20 12:23,IMG_2464.PNG,destroy,visible_datetime,"#476[476d]が#534[n09]領有中のLV.1都市 #534(149,349)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-6-20 12:23:11"
1497,#523:h-10,#523,449,749,都市,,,都市,破壊,2026/06/20 12:24,IMG_2464.PNG,destroy,visible_datetime,"#534[JDX]が#523[fIrE]領有中のLV.2都市#523(449,749)を 攻撃し、陣営のために破壊宝箱x5をち取りました 2026-6-20 12:24:37"
616,#480:g-18,#480,849,649,都市,BgNa,2026/05/30 11:01,都市,破壊,2026/06/20 12:30,IMG_2465.PNG,destroy,visible_datetime,"#509[5s0]が#480[BgNa]領有中のLV.1都市 #480(849,649)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-6-20 12:30:23"
136,#440:d-20,#440,949,349,都市,GoDs,2026/06/13 17:58,都市,破壊,2026/06/20 12:36,IMG_2465.PNG,destroy,visible_datetime,"#503[fznが#440[GoDs]領有中のLV.1都市 #440(949,349)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-20 12:36:25"
1316,#511:j-10,#511,449,949,都市,2N7,2026/06/03 11:01,都市,破壊,2026/06/20 12:44,IMG_2465.PNG,destroy,visible_datetime,"#480[CDf8が#511[2N7]領有中のLV.1都市 #511(449,949)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-20 12:44:22"
