image,screen_type,event_time,actor_server,actor_alliance,opponent_alliance,target_server,x,y,level,terrain,kind_raw,kind_sheet,action,owner_for_sheet,confidence,time_source,source_text
IMG_2386.PNG,timeline_chat,2026/06/17 23:51:00,,fzn,,#534,699,599,3,,漁場,漁場,occupy,fzn,medium,visible_time,"連盟fznがLV.3漁場 #534(X:699,Y:599)を占 領"
IMG_2386.PNG,timeline_chat,2026/06/17 23:51:00,,xjR,,#534,799,799,2,,漁場,漁場,occupy,xjR,medium,visible_time,"連盟xjRがLV.2漁場 #534(X:799,Y:799)を占 領"
IMG_2386.PNG,timeline_chat,2026/06/17 23:51:00,,TIKW,,#503,20,978,1,,漁場,漁場,occupy,TIKW,medium,visible_time,"連盟TIKWがLV.1漁場 #503(X:20,Y:978)を占 領"
IMG_2462.PNG,history_modal,2026/06/20 04:02:42,#509,MOn,AAOA,#480,849,249,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[MOn]が#480[AAOA]領有中のLV.1都市 #480(849,249)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-20 04:02:42"
IMG_2462.PNG,history_modal,2026/06/20 04:08:57,#509,SsQ,AAOA,#480,749,549,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[5s0]が#480[AAOA]領有中のLV.2都市 #480(749,549)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-20 04:08:57"
IMG_2462.PNG,history_modal,2026/06/20 04:24:32,#509,MOn,AAOA,#480,849,349,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[MOn]が#480[AAOA]領有中のLV.1都市 #480(849,349)を攻撃し、陣宮のために破壊宝箱x2を勝 ち取りました 2026-6-20 04:24:32"
IMG_2462.PNG,history_modal,2026/06/20 04:40:37,#523,WUG,2N7,#511,649,149,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[WUG]が#511[2N7]領有中のLV.1都市#511(649,149)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 04:40:37"
IMG_2463.PNG,history_modal,2026/06/20 04:43:19,#534,JDX,u3o,#523,249,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#534[JDX]が#523[u30]領有中のLV.1都市#523(249,849)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 04:43:19"
IMG_2463.PNG,history_modal,2026/06/20 12:02:13,#476,476M,,#534,149,649,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476M]が#534領有中のLV.1都市#534(149,649)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 12:02:13"
IMG_2463.PNG,history_modal,2026/06/20 12:05:40,#503,one,tWD,#509,149,549,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[one]が#509[tWD]領有中のLV.1都市#509(149,549)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 12:05:40"
IMG_2463.PNG,history_modal,2026/06/20 12:10:11,#476,476M,,#534,149,549,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476M]が#534領有中のLV.1都市#534(149,549)を 攻撃し、陣営のために破壊宝箱xをち取りました 2026-6-20 12:10:11"
IMG_2464.PNG,history_modal,2026/06/20 12:20:30,#534,KTVS,5DU,#523,49,549,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#534[KTVS]が#523[5DU]領有中のLV.1都市#523(49,549)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 12:20:30"
IMG_2464.PNG,history_modal,2026/06/20 12:23:11,#476,476d,nO9,#534,149,349,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476d]が#534[n09]領有中のLV.1都市 #534(149,349)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-6-20 12:23:11"
IMG_2464.PNG,history_modal,2026/06/20 12:24:37,#534,JDX,fIrE,#523,449,749,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#534[JDX]が#523[fIrE]領有中のLV.2都市#523(449,749)を 攻撃し、陣営のために破壊宝箱x5をち取りました 2026-6-20 12:24:37"
IMG_2465.PNG,history_modal,2026/06/20 12:30:23,#509,SsQ,BgNa,#480,849,649,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[5s0]が#480[BgNa]領有中のLV.1都市 #480(849,649)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-6-20 12:30:23"
IMG_2465.PNG,history_modal,2026/06/20 12:36:25,#503,fzn,GoDs,#440,949,349,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[fznが#440[GoDs]領有中のLV.1都市 #440(949,349)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-20 12:36:25"
IMG_2465.PNG,history_modal,2026/06/20 12:44:22,#480,CDf8,2N7,#511,449,949,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[CDf8が#511[2N7]領有中のLV.1都市 #511(449,949)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-20 12:44:22"
IMG_2465.PNG,history_modal,2026/06/20 12:46:58,#503,5t,TrX,#440,849,449,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[5t]が#440[TrX]領有中のLV.1都市#440(849,449)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 12:46:58"
IMG_2466.PNG,history_modal,2026/06/20 20:02:03,#476,476A,BAJ,#440,649,749,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476Aが#440[BAJ]領有中のLV.2都市 #440(649,749)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-20 20:02:03"
IMG_2466.PNG,history_modal,2026/06/20 20:02:36,#511,2N7,K4TR,#523,349,49,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#511[2N7]が#523[K4TR]領有中のLV.1都市#523(349,49)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 20:02:36"
IMG_2466.PNG,history_modal,2026/06/20 20:04:50,#511,2N7,K4TR,#523,349,149,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#511[2N7]が#523[K4TR]領有中のLV.1都市#523(349,149)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-20 20:04:50"
IMG_2467.PNG,history_modal,2026/06/20 20:05:18,#509,FHX,fIrE,#523,449,649,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[FHX]が#523[fIrE]領有中のLV.3都市#523(449,649)を 攻撃し、陣営のために破壊宝箱★10をち取りました 2026-6-20 20:05:18"
IMG_2468.PNG,history_modal,2026/06/20 20:05:18,#509,FHX,fIrE,#523,449,649,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[FHX]が#523[fIrE]領有中のLV.3都市#523(449,649)を 攻撃し、陣営のために破壊宝箱★10をち取りました 2026-6-20 20:05:18"
IMG_2469.PNG,history_modal,2026/06/20 20:16:08,#440,GoDs,EDFS,#523,49,149,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#440[GoDs]が#523[EDFS]領有中のLV.1都市 #523(49,149)を攻撃し、陣営のために破壊宝箱xを勝ち 取りました 2026-6-20 20:16:08"
IMG_2469.PNG,history_modal,2026/06/20 20:20:25,#476,476C,nO9,#534,49,249,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476C]が#534[n09]領有中のLV.1都市#534(49,249)を 攻撃し、陣宮のために破壊宝箱xを勝ち取りました 2026-6-20 20:20:25"
IMG_2469.PNG,history_modal,2026/06/20 20:21:34,#509,FHX,NBNH,#523,849,449,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[FHX]が#523[NBNH]領有中のLV.1都市 #523(849,449)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-20 20:21:34"
IMG_2469.PNG,history_modal,2026/06/20 20:55:11,#476,476,GcC,#440,449,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476]が#440[Gcc]領有中のLV.2都市 #440(449,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-20 20:55:11"
IMG_2470.PNG,timeline_chat,2026/06/17 23:56:00,,Digg,,#476,978,99,1,,漁場,漁場,occupy,Digg,low,previous_image_visible_time,"連盟DiggがLV.1漁場 #476(X:978,Y:99)を占 領"
IMG_2470.PNG,timeline_chat,2026/06/17 23:56:00,,Digg,,#476,978,199,1,,漁場,漁場,occupy,Digg,low,previous_image_visible_time,"連盟DiggがLV.1漁場 #476(X:978,Y:199)を 占領"
IMG_2470.PNG,timeline_chat,2026/06/20 11:48:00,,pSs,,#503,978,899,1,,漁場,漁場,occupy,pSs,medium,visible_time,"連盟pSsがLV.1漁場 #503(X:978,Y:899)を占 領"
IMG_2471.PNG,timeline_chat,2026/06/20 13:29:00,,Digg,,#476,978,99,1,,漁場,漁場,occupy,Digg,low,previous_image_visible_time,"連盟DiggがLV.1漁場 #476(X:978,Y:99)を占 領"
IMG_2471.PNG,timeline_chat,2026/06/20 09:59:00,,Digg,,#476,978,199,1,,漁場,漁場,occupy,Digg,medium,visible_time,"連盟DiggがLV.1漁場 #476(X:978,Y:199)を 占領"
IMG_2471.PNG,timeline_chat,2026/06/20 11:48:00,,pSs,,#503,978,899,1,,漁場,漁場,occupy,pSs,medium,visible_time,"連盟pSsがLV.1漁場 #503(X:978,Y:899)を占 領"
IMG_2472.PNG,timeline_chat,2026/06/20 13:29:00,,pSs,,#503,978,899,1,,漁場,漁場,occupy,pSs,low,previous_image_visible_time,"連盟pSsがLV.1漁場 #503(X:978,Y:899)を占 領"
IMG_2472.PNG,timeline_chat,2026/06/20 13:29:00,,WUG,,#523,849,49,1,湿地,湿地の村,都市,first_occupy,WUG,medium,visible_time,"連盟WUGがLV.1湿地の村 #523(X:849,Y:49) を占領"
IMG_2473.PNG,timeline_chat,2026/06/20 15:07:00,,AAOA,,#480,649,649,3,湿地,湿地の集会場,都市,occupy,AAOA,low,previous_image_visible_time,"連盟AAOAがLV.3湿地の集会場 #480(X:649,Y:649)を占領"
