sheet_row,position_key,target_server,x,y,previous_type,previous_owner,previous_acquired_at,new_type,new_owner,new_acquired_at,image,action,time_source,source_text
1108,#511:A-7,#511,299,20,漁場,K4TR,2026/05/27 16:04,漁場,5DU,2026/06/12 02:25,IMG_2216.PNG,occupy,previous_image_visible_time,"連盟5DUがLV.1漁場 #511(X:299,Y:20)を占 領"
992,#509:A-13,#509,599,20,漁場,tWD,2026/06/03 23:49,漁場,OWM,2026/06/12 03:20,IMG_2216.PNG,occupy,visible_time,"連盟OWMがLV.1漁場 #509(X:599,Y:20)を占 領"
1423,#523:B-3,#523,99,99,漁場,,,漁場,EDFS,2026/06/12 03:32,IMG_2216.PNG,occupy,visible_time,"連盟EDFSがLV.1漁場 #523(X:99,Y:99)を占 領"
1436,#523:C-3,#523,99,199,漁場,,,漁場,EDFS,2026/06/12 03:41,IMG_2217.PNG,occupy,previous_image_visible_time,"連盟EDFSがLV.1漁場 #523(X:99,Y:199)を占 領"
1951,中央:中央-3-18,#8061,874,874,漁場,MOn,2026/05/24 9:32,漁場,BHE,2026/06/12 03:56,IMG_2217.PNG,occupy,visible_time,"連盟BHEがLV.7漁場 #8061(X:874,Y:874)を 占領"
990,#509:A-11,#509,499,20,漁場,tWD,2026/06/04 17:38,漁場,476Z,2026/06/12 04:29,IMG_2217.PNG,occupy,visible_time,"連盟476ZがLV.1漁場 #509(X:499,Y:20)を占 領"
1958,中央:中央-3-19,#8061,924,874,漁場,RCON,2026/05/23 23:24,漁場,OWM,2026/06/12 05:15,IMG_2218.PNG,occupy,previous_image_visible_time,"連盟OWMがLV.6漁場 #8061(X:924,Y:874) を占領"
1449,#523:D-3,#523,99,299,漁場,,,漁場,GODS,2026/06/12 05:15,IMG_2218.PNG,occupy,visible_time,"連盟GODSがLV.1漁場 #523(X:99,Y:299)を占 領"
275,#476:A-17,#476,799,20,漁場,476X,2026/05/21 15:08,漁場,476B,2026/06/12 06:59,IMG_2219.PNG,occupy,visible_time,"連盟476BがLV.1漁場 #476(X:799,Y:20)を占 領"
1175,#511:K-15,#511,699,978,漁場,DaNG,2026/06/04 10:30,漁場,Digg,2026/06/12 07:26,IMG_2219.PNG,occupy,visible_time,"連盟DiggがLV.1漁場 #511(X:699,Y:978)を 占領"
1202,#511:K-13,#511,599,978,漁場,DaNG,2026/05/19 11:36,漁場,Digg,2026/06/12 07:43,IMG_2220.PNG,occupy,previous_image_visible_time,"連盟DiggがLV.1漁場 #511(X:599,Y:978)を 占領"
360,#476:E-11,#476,499,399,漁場,,,漁場,476A,2026/06/12 08:51,IMG_2220.PNG,occupy,visible_time,"連盟476AがLV.4漁場 #476(X:499,Y:399)を 占領"
1545,#523:K-19,#523,899,978,漁場,,,漁場,476B,2026/06/12 09:03,IMG_2220.PNG,occupy,visible_time,"連盟476BがLV.1漁場 #523(X:899,Y:978)を 占領"
348,#476:D-11,#476,499,299,漁場,,,漁場,Lghs,2026/06/12 09:13,IMG_2221.PNG,occupy,previous_image_visible_time,"連盟LghsがLV.3漁場 #476(X:499,Y:299)を 占領"
1369,#523:B-11,#523,499,99,漁場,u3o,2026/05/21 23:41,漁場,K4TR,2026/06/12 09:13,IMG_2221.PNG,occupy,visible_time,"連盟K4TRがLV.1漁場 #523(X:499,Y:99)を占 領"
231,#476:C-11,#476,499,199,漁場,476M,2026/05/26 2:18,漁場,476A,2026/06/12 10:31,IMG_2222.PNG,occupy,previous_image_visible_time,"連盟476AがLV.2漁場 #476(X:499,Y:199)を 占領"
318,#476:B-11,#476,499,99,漁場,,,漁場,Lghs,2026/06/12 10:31,IMG_2222.PNG,occupy,previous_image_visible_time,"連盟LghsがLV.1漁場 #476(X:499,Y:99)を占 領"
1411,#523:A-5,#523,199,20,漁場,,,漁場,2N7,2026/06/12 11:10,IMG_2222.PNG,occupy,visible_time,"連盟2N7がLV.1漁場 #523(X:199,Y:20)を占 領"
1393,#523:A-7,#523,299,20,漁場,K4TR,2026/05/20 6:18,漁場,2N7,2026/06/12 11:10,IMG_2222.PNG,occupy,visible_time,"連盟2N7がLV.1漁場 #523(X:299,Y:20)を占 領"
454,#480:K-17,#480,799,978,漁場,PmP,2026/05/24 7:25,漁場,TkTk,2026/06/12 11:24,IMG_2223.PNG,occupy,visible_time,"連盟TkTkがLV.1漁場 #480(X:799,Y:978)を 占領"
302,#476:A-11,#476,499,20,漁場,,,漁場,476A,2026/06/12 11:55,IMG_2223.PNG,occupy,visible_time,"連盟476AがLV.1漁場 #476(X:499,Y:20)を占 領"
274,#476:G-15,#476,699,599,漁場,ALj,2026/05/21 17:53,漁場,GX99,2026/06/12 13:43,IMG_2224.PNG,occupy,visible_time,"連盟GX99がLV.3漁場 #476(X:699,Y:599)を 占領"
325,#476:B-19,#476,899,99,漁場,,,漁場,476Z,2026/06/12 16:20,IMG_2225.PNG,occupy,visible_time,"連盟476ZがLV.1漁場 #476(X:899,Y:99)を占 領"
1917,中央:中央-17-20,#8061,974,174,漁場,BgNa,2026/05/26 0:06,漁場,MtG,2026/06/12 16:45,IMG_2225.PNG,occupy,visible_time,"連盟MtGがLV.5漁場 #8061(X:974,Y:174)を 占領"
1538,#523:J-7,#523,299,899,漁場,,,漁場,u3o,2026/06/12 16:59,IMG_2227.PNG,occupy,previous_image_visible_time,"連盟u30がLV.1漁場 #523(X:299,Y:899)を占 領"
1548,#523:K-7,#523,299,978,漁場,,,漁場,u3o,2026/06/12 17:11,IMG_2227.PNG,occupy,visible_time,"連盟u30がLV.1漁場 #523(X:299,Y:978)を占 領"
2053,中央:中央-2-9,#8061,424,924,漁場,476d,2026/05/19 17:50,漁場,tWD,2026/06/12 18:04,IMG_2228.PNG,occupy,previous_image_visible_time,"連盟tWDがLV.6漁場 #8061(X:424,Y:924)を 占領"
552,#480:A-21,#480,978,20,漁場,COZy,2026/06/04 7:12,漁場,UMN,2026/06/12 19:39,IMG_2228.PNG,occupy,visible_time,"連盟UMNがLV.1漁場 #480(X:978,Y:20)を占 領"
917,#509:E-3,#509,99,399,漁場,tWD,2026/05/23 18:54,漁場,BHE,2026/06/12 19:39,IMG_2228.PNG,occupy,visible_time,"連盟BHEがLV.1漁場 #509(X:99,Y:399)を占 領"
