image,screen_type,event_time,actor_server,actor_alliance,opponent_alliance,target_server,x,y,level,terrain,kind_raw,kind_sheet,action,owner_for_sheet,confidence,time_source,source_text
IMG_2241.PNG,timeline_chat,2026/06/14 10:03:13,,GcC,,#440,449,249,2,密林,密林の兵舎,都市,occupy,GcC,low,image_metadata_inferred,"連盟GcCがLV.2密林の兵舎 #440(X:449,Y:249)を占領"
IMG_2241.PNG,timeline_chat,2026/06/13 11:14:00,,GcC,,#440,149,849,1,密林,密林の村,都市,first_occupy,GcC,medium,visible_time,"連盟GCCがLV.1密林の村 #440(X:149,Y:849) を占領"
IMG_2241.PNG,timeline_chat,2026/06/13 11:14:00,,AAOA,,#511,978,799,1,,漁場,漁場,occupy,AAOA,medium,visible_time,"連盟AAOAがLV.1漁場 #511(X:978,Y:799)を 占領"
IMG_2242.PNG,timeline_chat,2026/06/13 13:49:00,,Stj,,#480,499,978,1,,漁場,漁場,occupy,Stj,low,previous_image_visible_time,"連盟StjがLV.1漁場 #480(X:499,Y:978)を占 領"
IMG_2242.PNG,timeline_chat,2026/06/13 14:49:00,,476Z,,#476,899,20,1,,漁場,漁場,occupy,476Z,medium,visible_time,"連盟476ZがLV.1漁場 #476(X:899,Y:20)を占 領"
IMG_2242.PNG,timeline_chat,2026/06/13 15:00:00,,AAOA,,#440,20,699,1,,漁場,漁場,occupy,AAOA,medium,visible_time,"連盟AAOAがLV.1漁場 #440(X:20,Y:699)を 占領"
IMG_2243.PNG,timeline_chat,2026/06/13 15:11:00,,BAJ,,#440,699,299,3,,漁場,漁場,occupy,BAJ,low,previous_image_visible_time,"連盟BAがLV.3漁場 #440(X:699,Y:299)を占 領"
IMG_2243.PNG,timeline_chat,2026/06/13 15:11:00,,xjR,eXt,#509,20,499,1,,漁場,漁場,steal,xjR,medium,visible_time,"連盟xjRは連盟eXtのLV.1漁場 #509(X:20,Y:499)を奪い"
IMG_2243.PNG,timeline_chat,2026/06/13 15:11:00,,MOn,u3o,#523,99,399,1,,漁場,漁場,steal,MOn,medium,visible_time,"連盟MOnは連盟u30のLV.1漁場 #523(X:99,Y:399)を奪い"
IMG_2243.PNG,timeline_chat,2026/06/13 15:22:00,,one,eXt,#509,20,399,1,,漁場,漁場,steal,one,medium,visible_time,"連盟oneは連盟eXtのLV.1漁場 #509(X:20,Y:399)を奪い"
IMG_2244.PNG,timeline_chat,2026/06/13 15:35:00,,476Z,DOLU,#440,399,199,2,,漁場,漁場,steal,476Z,low,previous_image_visible_time,"連盟476Zは連盟DOLUのLV.2漁場 #440(X:399,Y:199)を奪い"
IMG_2244.PNG,timeline_chat,2026/06/13 15:35:00,,TkTk,,#480,449,849,1,湿地,湿地の村,都市,occupy,TkTk,medium,visible_time,"連盟TKTkがLV.1湿地の村 #480(X:449,Y:849) を占領"
IMG_2244.PNG,timeline_chat,2026/06/13 15:35:00,,TIKW,DOLU,#440,799,399,2,,漁場,漁場,steal,TIKW,medium,visible_time,"連盟TIKWは連盟DOLUのLV.2漁場 #440(X:799,Y:399)を奪い"
IMG_2244.PNG,timeline_chat,2026/06/13 15:35:00,,476H,,#523,699,978,1,,漁場,漁場,occupy,476H,medium,visible_time,"連盟476HがLV.1漁場 #523(X:699,Y:978)を 占領"
IMG_2245.PNG,timeline_chat,2026/06/13 15:50:00,,K4TR,,#523,349,149,1,湿地,湿地の村,都市,first_occupy,K4TR,low,previous_image_visible_time,"連盟K4TRがLV.1湿地の村 #523(X:349,Y:149)を占領"
IMG_2245.PNG,timeline_chat,2026/06/13 17:58:00,,GoDs,,#440,949,349,1,密林,密林の村,都市,first_occupy,GoDs,medium,visible_time,"連盟GODsがLV.1密林の村 #440(X:949,Y:349)を占領"
IMG_2246.PNG,timeline_chat,2026/06/13 19:53:00,,UMN,,#509,899,899,1,,漁場,漁場,occupy,UMN,low,previous_image_visible_time,"連盟UMNがLV.1漁場 #509(X:899,Y:899)を 占領"
IMG_2246.PNG,timeline_chat,2026/06/13 21:06:00,,tWD,,#8061,674,874,7,,漁場,漁場,occupy,tWD,medium,visible_time,"連盟tWDがLV.7漁場 #8061(X:674,Y:874)を 占領"
IMG_2246.PNG,timeline_chat,2026/06/13 21:17:00,,tWD,,#8061,724,874,7,,漁場,漁場,occupy,tWD,medium,visible_time,"連盟tWDがLV.7漁場 #8061(X:724,Y:874)を 占領"
IMG_2247.PNG,timeline_chat,2026/06/13 22:18:00,,BAJ,,#440,649,249,2,密林,密林の兵舎,都市,occupy,BAJ,low,previous_image_visible_time,"連盟BAがLV.2密林の兵舎 #440(X:649,Y:249)を占領"
IMG_2247.PNG,timeline_chat,2026/06/13 22:18:00,,VEX,,#8061,374,874,7,,漁場,漁場,occupy,VEX,medium,visible_time,"連盟VEXがLV.7漁場 #8061(X:374,Y:874)を 占領"
IMG_2247.PNG,timeline_chat,2026/06/13 22:57:00,,nO9,,#534,949,249,1,密林,密林の村,都市,occupy,nO9,medium,visible_time,"連盟nO9がLV.1密林の村 #534(X:949,Y:249) を占領"
IMG_2248.PNG,timeline_chat,2026/06/13 23:01:00,,nO9,,#534,949,249,1,密林,密林の村,都市,occupy,nO9,low,previous_image_visible_time,"連盟nO9がLV.1密林の村 #534(X:949,Y:249) を占領"
IMG_2248.PNG,timeline_chat,2026/06/13 23:01:00,,JDX,,#534,949,149,1,密林,密林の村,都市,occupy,JDX,medium,visible_time,"連盟DXがLV.1密林の村 #534(X:949,Y:149) を占領"
IMG_2248.PNG,timeline_chat,2026/06/13 23:01:00,,nO9,,#534,949,349,1,密林,密林の村,都市,occupy,nO9,medium,visible_time,"連盟nO9がLV.1密林の村 #534(X:949,Y:349) を占領"
IMG_2248.PNG,timeline_chat,2026/06/13 23:01:00,,WbW,,#480,599,299,3,,漁場,漁場,occupy,WbW,medium,visible_time,"連盟WbWがLV.3漁場 #480(X:599,Y:299)を 占領"
IMG_2249.PNG,timeline_chat,2026/06/13 23:01:00,,TIKW,,#511,499,599,4,,漁場,漁場,occupy,TIKW,low,previous_image_visible_time,"連盟TIKWがLV.4漁場 #511(X:499,Y:599)を 占領"
IMG_2249.PNG,timeline_chat,2026/06/13 23:07:00,,fzn,TrX,#440,978,399,1,,漁場,漁場,steal,fzn,medium,visible_time,"連盟fznは連盟TrXのLV.1漁場 #440(X:978,Y:399)を奪い"
IMG_2249.PNG,timeline_chat,2026/06/13 23:07:00,,JDX,5DU,#523,99,599,1,,漁場,漁場,steal,JDX,medium,visible_time,"連盟DXは連盟5DUのLV.1漁場 #523(X:99,Y:599)を奪い"
