image,screen_type,event_time,actor_server,actor_alliance,opponent_alliance,target_server,x,y,level,terrain,kind_raw,kind_sheet,action,owner_for_sheet,confidence,time_source,source_text
IMG_1290.PNG,history_modal,2026/05/27 00:52:11,#476,ALj,,#509,449,49,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[ALjが#509領有中のLV.1都市#509(449,49)を攻 撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 00:52:11"
IMG_1290.PNG,history_modal,2026/05/27 03:04:40,#476,476K,,#509,649,49,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476K]が#509領有中のLV.1都市#509(649,49)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 03:04:40"
IMG_1290.PNG,history_modal,2026/05/27 03:09:40,#476,476K,,#509,549,49,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476k]が#509領有中のLV.1都市#509(549,49)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 03:09:40"
IMG_1290.PNG,history_modal,2026/05/27 10:36:13,#523,50U,,#511,149,249,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[50Uが#511領有中のLV.1都市#511(149,249)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 10:36:13"
IMG_1291.PNG,history_modal,2026/05/27 12:01:52,#440,GoDs,BgNa,#480,349,149,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#440[GoDs]が#480[BgNa]領有中のLV.1都市 #480(349,149)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-27 12:01:52"
IMG_1291.PNG,history_modal,2026/05/27 12:01:56,#503,GX99,FHX,#509,749,549,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[GX99]が#509[FHX]領有中のLV.2都市 #509(749,549)を攻撃し、陣宮のために破壊宝箱x5を勝 ち取りました 2026-5-27 12:01:56"
IMG_1291.PNG,history_modal,2026/05/27 12:02:34,#503,Bye,FHX,#509,849,549,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[Bye]が#509[FHX]領有中のLV.1都市 #509(849,549)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-27 12:02:34"
IMG_1291.PNG,history_modal,2026/05/27 12:03:31,#476,476X,DaNG,#511,549,749,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476X]が#511[DaNG]領有中のLV.2都市 #511(549,749)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-27 12:03:31"
IMG_1291.PNG,history_modal,2026/05/27 12:06:12,#476,476X,DaNG,#511,649,749,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476X]が#511[DaNG]領有中のLV.2都市 #511(649,749)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-27 12:06:12"
IMG_1292.PNG,history_modal,2026/05/27 12:07:38,#480,BgNa,,#511,849,649,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[BgNa]が#511領有中のLV.1都市#511(849,649)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2025-5-27 12:07:38"
IMG_1292.PNG,history_modal,2026/05/27 12:07:41,#523,K4TR,2N7,#511,149,149,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[K4TRが#511[2N7]領有中のLV.1都市#511(149,149)を 攻撃し、陣営のために破壊宝箱x2を勝ち取りました 2026-5-27 12:07:41"
IMG_1292.PNG,history_modal,2026/05/27 12:11:39,#476,476C,SHA,#534,449,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476c]が#534[SHA]領有中のLV.2都市 #534(449,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2025-5-27 12:11:39"
IMG_1292.PNG,history_modal,2026/05/27 12:13:53,#476,476C,SHA,#534,349,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476c]が#534[5HA]領有中のLV.2都市 #534(349,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-27 12:13:53"
IMG_1293.PNG,history_modal,2026/05/27 12:14:39,#523,u3o,,#511,249,49,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[u30]が#511領有中のLV.1都市#511(249,49)を攻 撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 12:14:39"
IMG_1293.PNG,history_modal,2026/05/27 12:17:15,#503,Stj,MOn,#509,849,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[5tj]が#509[MOn]領有中のLV.1都市#509(849,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 12:17:15"
IMG_1293.PNG,history_modal,2026/05/27 12:17:50,#509,SsQ,CDf8,#480,749,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[5s0]が#480[CDf8]領有中のLV.2都市 #480(749,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-27 12:17:50"
IMG_1293.PNG,history_modal,2026/05/27 12:19:24,#523,K4TR,,#511,349,149,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[K4TRが#511領有中のLV.1都市#511(349,149)を 攻撃し、陣営のために破壊宝箱＊を勝ち取りました 2026-5-27 12:19:24"
IMG_1293.PNG,history_modal,2026/05/27 12:19:34,#523,EDFS,,#511,149,449,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[EDFS]が#511領有中のLV.1都市#511(149,449)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 12:19:34"
IMG_1294.PNG,history_modal,2026/05/27 12:19:52,#480,RCON,SsQ,#509,849,249,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[RCON]が#509[5s0]領有中のLV.1都市 #509(849,249)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-27 12:19:52"
IMG_1294.PNG,history_modal,2026/05/27 12:20:01,#509,SsQ,CDf8,#480,649,249,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#509[5s0]が#480[CDf8]領有中のLv.2都市 #480(649,249)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-27 12:20:01"
IMG_1295.PNG,history_modal,2026/05/27 12:23:26,#523,u3o,,#511,249,149,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[u30]が#511領有中のLV.1都市#511(249,149)を攻 撃し、陣営のために破壊宝箱x2を勝ち取りました 2026-5-27 12:23:26"
IMG_1295.PNG,history_modal,2026/05/27 12:25:14,#480,BgNa,SVa,#511,649,449,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[BgNa]が#511[SVa]領有中のLV.3都市 #511(649,449)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-27 12:25:14"
IMG_1295.PNG,history_modal,2026/05/27 12:28:41,#480,AAOA,,#511,849,949,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[AAOA]が#511領有中のLV.1都市#511(849,949)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 12:28:41"
IMG_1295.PNG,history_modal,2026/05/27 12:29:10,#523,fIrE,,#511,249,749,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[fIrE]が#511領有中のLV.2都市#511(249,749)を攻 撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-5-27 12:29:10"
IMG_1295.PNG,history_modal,2026/05/27 12:30:02,#503,xjR,0TT,#509,649,849,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[xjR]が#509[OTT]領有中のLV.1都市#509(649,849)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 12:30:02"
IMG_1296.PNG,history_modal,2026/05/27 12:33:26,#523,NBNH,DaNG,#511,449,749,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#523[NBNH]が#511[DaNG]領有中のLv.2都市 #511(449,749)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-5-27 12:33:26"
IMG_1296.PNG,history_modal,2026/05/27 12:35:01,#480,WbW,5Va,#511,649,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[WbWが#511[5Va]領有中のLV.3都市 #511(649,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-27 12:35:01"
IMG_1296.PNG,history_modal,2026/05/27 12:35:10,#503,xjR,MOn,#509,749,649,2,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[xjR]が#509[MOn]領有中のLV.2都市#509(749,649)を 攻撃し、陣宮のために破壊宝額＊5を勝ち取りました 2026-5-27 12:35:10"
IMG_1296.PNG,history_modal,2026/05/27 12:38:18,#476,476M,,#511,949,749,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476M]が#511領有中のLV.1都市#511(949,749)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-5-27 12:38:18"
IMG_1296.PNG,history_modal,2026/05/27 12:56:27,#503,UMN,M0n,#509,849,549,1,,都市,都市,destroy,破壊,medium,visible_datetime,"#503[UMN]が#509[M0n]領有中のLV.1都市 #509(849,549)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-27 12:56:27"
IMG_1298.PNG,history_modal,2026/05/27 20:02:15,#476,476B,JDX,#534,549,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476B]が#534[JDX]領有中のLV.3都市 #534(549,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-27 20:02:15"
IMG_1298.PNG,history_modal,2026/05/27 20:04:04,#476,476A,SS0,#509,549,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476Aが#509[SS0]領有中のLV.3都市 #509(549,349)を攻撃し、陣宮のために破壊宝額★10を 勝ち取りました 2026-5-27 20:04:04"
IMG_1298.PNG,history_modal,2026/05/27 20:04:34,#476,476,JDX,#534,649,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476]が#534[JDX]領有中のLV.3都市 #534(649,349)を攻撃し、陣営のために破壊宝箱*10を 勝ち取りました 2026-5-27 20:04:34"
IMG_1298.PNG,history_modal,2026/05/27 20:12:18,#440,GcC,BgNa,#480,449,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#440[Gcc]が#480[BgNa]領有中のLV.3都市 #480(449,349)を攻撃し、陣営のために破壊宝箱＊10を 勝ち取りました 2026-5-27 20:12:18"
IMG_1299.PNG,history_modal,2026/05/27 20:17:55,#476,476A,5SQ,#509,449,349,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#476[476Aが#509[5SQ]領有中のLV.3都市 #509(449,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-27 20:17:55"
IMG_1299.PNG,history_modal,2026/05/27 20:20:19,#480,Wbu,DaNG,#511,449,649,3,,都市,都市,destroy,破壊,medium,visible_datetime,"#480[Wbuが#511[DaNG]領有中のLV.3都市 #511(449,649)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-27 20:20:19"
