sheet_row,position_key,target_server,x,y,previous_type,previous_owner,previous_acquired_at,new_type,new_owner,new_acquired_at,image,action,time_source,source_text
1342,#523:f-6,#523,249,549,都市,u3o,2026/05/23 19:09,都市,破壊,2026/06/13 04:02,IMG_2276.PNG,destroy,visible_datetime,"#534[JDX]が#523[u30]領有中のLv.2都市#523(249,549)を 攻撃し、陣営のために破壊宝箱x5を勝ち取りました 2026-6-13 04:02:25"
1341,#523:f-4,#523,149,549,都市,u3o,2026/05/23 19:15,都市,破壊,2026/06/13 04:03,IMG_2277.PNG,destroy,visible_datetime,"#534[KTVS]が#523[u30]領有中のLV.1都市#523(149,549)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-13 04:03:04"
174,#440:g-6,#440,249,649,都市,,,都市,破壊,2026/06/13 04:04,IMG_2277.PNG,destroy,visible_datetime,"#480[BgNa]が#440[GoDs]領有中のLV.2都市 #440(249,649)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-13 04:04:45"
1448,#523:d-2,#523,49,349,都市,,,都市,破壊,2026/06/13 04:08,IMG_2277.PNG,destroy,visible_datetime,"#440[TrX]が#523領有中のLV.1都市#523(49,349)を攻 撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-13 04:08:38"
1435,#523:c-2,#523,49,249,都市,,,都市,破壊,2026/06/13 04:17,IMG_2277.PNG,destroy,visible_datetime,"#440[TrX]が#523領有中のLV.1都市#523(49,249)を攻 撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-13 04:17:11"
186,#440:h-2,#440,49,749,都市,,,都市,破壊,2026/06/13 04:28,IMG_2278.PNG,destroy,visible_datetime,"#480[AAOAが#440[GoDs]領有中のLV.1都市 #440(49,749)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-13 04:28:41"
1382,#523:f-8,#523,349,549,都市,u3o,2026/05/21 2:11,都市,破壊,2026/06/13 04:36,IMG_2278.PNG,destroy,visible_datetime,"#509[5sQ]が#523[u30]領有中のLV.3都市#523(349,549)を 攻撃し、陣営のために破壊宝箱x10を勝ち取りました 2026-6-13 04:36:16"
1463,#523:e-2,#523,49,449,都市,,,都市,破壊,2026/06/13 04:39,IMG_2278.PNG,destroy,visible_datetime,"#509[Mon]が#523領有中のLV.1都市#523(49,449)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-13 04:39:34"
204,#440:i-4,#440,149,849,都市,GcC,2026/06/13 11:14,都市,GcC,2026/06/13 11:14,IMG_2241.PNG,first_occupy,visible_time,"連盟GCCがLV.1密林の村 #440(X:149,Y:849) を占領"
1311,#511:I-21,#511,978,799,漁場,SsQ,2026/05/31 7:08,漁場,AAOA,2026/06/13 11:14,IMG_2241.PNG,occupy,visible_time,"連盟AAOAがLV.1漁場 #511(X:978,Y:799)を 占領"
968,#509:b-10,#509,449,149,都市,VEX,2026/05/21 4:24,都市,破壊,2026/06/13 12:01,IMG_2278.PNG,destroy,visible_datetime,"#476[476d]が#509[VEX]領有中のLV.1都市 #509(449,149)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-6-13 12:01:12"
1030,#509:e-2,#509,49,449,都市,tWD,,都市,破壊,2026/06/13 12:01,IMG_2279.PNG,destroy,visible_datetime,"#503[xjRが#509[tWD]領有中のLV.1都市#509(49,449)を 攻撃し、陣営のために破壊宝額x2を勝ち取りました 2026-6-13 12:01:59"
162,#440:f-8,#440,349,549,都市,BAJ,2026/06/04 8:04,都市,破壊,2026/06/13 12:02,IMG_2279.PNG,destroy,visible_datetime,"#476[476Aが#440[BAJ]領有中のLV.3都市 #440(349,549)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-6-13 12:02:34"
1347,#523:g-16,#523,749,649,都市,WUG,2026/06/06 23:13,都市,破壊,2026/06/13 12:02,IMG_2279.PNG,destroy,visible_datetime,"#509[FHX]が#523[WUG]領有中のLv.2都市 #523(749,649)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-13 12:02:45"
1010,#509:b-8,#509,349,149,都市,VEX,,都市,破壊,2026/06/13 12:02,IMG_2279.PNG,destroy,visible_datetime,"#476[476d]が#509[VEX]領有中のLV.1都市 #509(349,149)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-13 12:02:55"
1021,#509:d-2,#509,49,349,都市,BHE,2026/05/30 23:35,都市,破壊,2026/06/13 12:09,IMG_2280.PNG,destroy,visible_datetime,"#503[one]が#509[BHE]領有中のLV.1都市#509(49,349)を 攻撃し、陣営のために破壊宝箱xをち取りました 2025-6-13 12:09:27"
1721,#534:h-8,#534,349,749,都市,nO9,,都市,破壊,2026/06/13 12:13,IMG_2280.PNG,destroy,visible_datetime,"#476[476c]が#534[n09]領有中のLV.2都市 #534(349,749)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-13 12:13:37"
1720,#534:h-6,#534,249,749,都市,nO9,,都市,破壊,2026/06/13 12:15,IMG_2281.PNG,destroy,visible_datetime,"#476[476C]が#534[n09]領有中のLv.2都市 #534(249,749)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-13 12:15:40"
1397,#523:e-4,#523,149,449,都市,EDFS,2026/05/20 0:00,都市,破壊,2026/06/13 12:20,IMG_2281.PNG,destroy,visible_datetime,"#509[MOn]が#523[EDFS]領有中のLV.1都市 #523(149,449)を攻撃し、陣営のために破壊宝箱x2を勝 ち取りました 2026-6-13 12:20:13"
1014,#509:c-2,#509,49,249,都市,tWD,2026/05/30 14:36,都市,破壊,2026/06/13 12:20,IMG_2281.PNG,destroy,visible_datetime,"#503[GX99]が#509[tWD]領有中のLV.1都市 #509(49,249)を攻撃し、陣営のために破壊宝額xを勝 ち取りました 2026-6-13 12:20:14"
1723,#534:i-10,#534,449,849,都市,Dao,,都市,破壊,2026/06/13 12:21,IMG_2281.PNG,destroy,visible_datetime,"#523[fIrE]が#534[Dao]領有中のLV.1都市#534(449,849)を 攻撃し、陣営のために破壊宝箱xをち取りました 2026-6-13 12:21:08"
102,#440:a-8,#440,349,49,都市,,,都市,破壊,2026/06/13 12:23,IMG_2282.PNG,destroy,visible_datetime,"#523[EDFS]が#440領有中のLV.1都市#440(349,49)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-13 12:23:19"
1571,#534:i-12,#534,549,849,都市,KTVS,2026/05/22 23:39,都市,破壊,2026/06/13 12:23,IMG_2282.PNG,destroy,visible_datetime,"#523[fIrE]が#534[f4j]領有中のLV.1都市#534(549,849)を 攻撃し、陣営のために破壊宝箱x2を勝ち取りました 2026-6-13 12:23:28"
1410,#523:a-4,#523,149,49,都市,,,都市,破壊,2026/06/13 12:29,IMG_2282.PNG,destroy,visible_datetime,"#511[2N7]が#523[EDFS]領有中のLV.1都市#523(149,49)を 攻撃し、陣営のために破壊宝箱x2を勝ち取りました 2026-6-13 12:29:23"
1281,#511:f-20,#511,949,549,都市,SVa,2026/06/03 12:30,都市,破壊,2026/06/13 12:30,IMG_2283.PNG,destroy,visible_datetime,"#476[476M]が#511[5Va]領有中のLV.1都市 #511(949,549)を攻撃し、陣営のために破壊宝箱＊を勝 ち取りました 2026-6-13 12:30:02"
1424,#523:b-4,#523,149,149,都市,,,都市,破壊,2026/06/13 12:31,IMG_2283.PNG,destroy,visible_datetime,"#511[2N7]が#523[EDFS]領有中のLV.1都市#523(149,149)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-13 12:31:45"
71,#440:g-4,#440,149,649,都市,IMp,2026/05/20 23:39,都市,破壊,2026/06/13 12:32,IMG_2283.PNG,destroy,visible_datetime,"#480[BgNa]が#440[IMp]領有中のLV.1都市 #440(149,649)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-6-13 12:32:48"
1710,#534:h-14,#534,649,749,都市,noI,2026/06/03 23:24,都市,破壊,2026/06/13 12:33,IMG_2283.PNG,destroy,visible_datetime,"#476[476X]が#534[nol]領有中のLV.2都市 #534(649,749)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-13 12:33:27"
121,#440:c-18,#440,849,249,都市,,,都市,破壊,2026/06/13 12:37,IMG_2284.PNG,destroy,visible_datetime,"#503[COZg]が#440領有中のLV.1都市#440(849,249)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-13 12:37:48"
1451,#523:d-6,#523,249,349,都市,,,都市,破壊,2026/06/13 12:39,IMG_2284.PNG,destroy,visible_datetime,"#509[5s0]が#523[EDFS]領有中のLV.2都市 #523(249,349)を攻撃し、陣営のために破壊宝箱x5を勝 ち取りました 2026-6-13 12:39:55"
1570,#534:f-20,#534,949,549,都市,JDX,2026/05/24 0:00,都市,破壊,2026/06/13 12:46,IMG_2285.PNG,destroy,visible_datetime,"#503[Bye]が#534[89M]領有中のLV.1都市#534(949,549)を 攻撃し、陣営のために破壊宝箱xを勝ち取りました 2026-6-13 12:46:03"
460,#480:K-11,#480,499,978,漁場,Bye,2026/05/24 10:06,漁場,Stj,2026/06/13 13:49,IMG_2242.PNG,occupy,previous_image_visible_time,"連盟StjがLV.1漁場 #480(X:499,Y:978)を占 領"
273,#476:A-19,#476,899,20,漁場,476X,2026/06/01 23:09,漁場,476Z,2026/06/13 14:49,IMG_2242.PNG,occupy,visible_time,"連盟476ZがLV.1漁場 #476(X:899,Y:20)を占 領"
80,#440:H-1,#440,20,699,漁場,BAJ,2026/05/30 15:14,漁場,AAOA,2026/06/13 15:00,IMG_2242.PNG,occupy,visible_time,"連盟AAOAがLV.1漁場 #440(X:20,Y:699)を 占領"
44,#440:D-15,#440,699,299,漁場,476A,2026/05/22 23:15,漁場,BAJ,2026/06/13 15:11,IMG_2243.PNG,occupy,previous_image_visible_time,"連盟BAがLV.3漁場 #440(X:699,Y:299)を占 領"
1035,#509:F-1,#509,20,499,漁場,eXt,,漁場,xjR,2026/06/13 15:11,IMG_2243.PNG,steal,visible_time,"連盟xjRは連盟eXtのLV.1漁場 #509(X:20,Y:499)を奪い"
1380,#523:E-3,#523,99,399,漁場,u3o,2026/05/21 2:37,漁場,MOn,2026/06/13 15:11,IMG_2243.PNG,steal,visible_time,"連盟MOnは連盟u30のLV.1漁場 #523(X:99,Y:399)を奪い"
1024,#509:E-1,#509,20,399,漁場,eXt,,漁場,one,2026/06/13 15:22,IMG_2243.PNG,steal,visible_time,"連盟oneは連盟eXtのLV.1漁場 #509(X:20,Y:399)を奪い"
21,#440:C-9,#440,399,199,漁場,DOLU,2026/05/24 6:13,漁場,476Z,2026/06/13 15:35,IMG_2244.PNG,steal,previous_image_visible_time,"連盟476Zは連盟DOLUのLV.2漁場 #440(X:399,Y:199)を奪い"
635,#480:i-10,#480,449,849,都市,,,都市,TkTk,2026/06/13 15:35,IMG_2244.PNG,occupy,visible_time,"連盟TKTkがLV.1湿地の村 #480(X:449,Y:849) を占領"
45,#440:E-17,#440,799,399,漁場,BAJ,2026/05/22 23:15,漁場,TIKW,2026/06/13 15:35,IMG_2244.PNG,steal,visible_time,"連盟TIKWは連盟DOLUのLV.2漁場 #440(X:799,Y:399)を奪い"
1543,#523:K-15,#523,699,978,漁場,R6q,2026/05/28 19:42,漁場,476H,2026/06/13 15:35,IMG_2244.PNG,occupy,visible_time,"連盟476HがLV.1漁場 #523(X:699,Y:978)を 占領"
1427,#523:b-8,#523,349,149,都市,,,都市,K4TR,2026/06/13 15:50,IMG_2245.PNG,first_occupy,previous_image_visible_time,"連盟K4TRがLV.1湿地の村 #523(X:349,Y:149)を占領"
