sheet_row,position_key,target_server,x,y,previous_type,previous_owner,previous_acquired_at,new_type,new_owner,new_acquired_at,image,action,time_source,source_text
1651,#534:d-12,#534,549,349,都市,破壊,2026/05/27 20:02,都市,破壊,2026/05/27 20:02,IMG_1298.PNG,destroy,visible_datetime,"#476[476B]が#534[JDX]領有中のLV.3都市 #534(549,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-27 20:02:15"
1018,#509:d-12,#509,549,349,都市,破壊,2026/05/27 20:04,都市,破壊,2026/05/27 20:04,IMG_1298.PNG,destroy,visible_datetime,"#476[476Aが#509[SS0]領有中のLV.3都市 #509(549,349)を攻撃し、陣宮のために破壊宝額★10を 勝ち取りました 2026-5-27 20:04:04"
1604,#534:d-14,#534,649,349,都市,破壊,2026/05/27 20:04,都市,破壊,2026/05/27 20:04,IMG_1298.PNG,destroy,visible_datetime,"#476[476]が#534[JDX]領有中のLV.3都市 #534(649,349)を攻撃し、陣営のために破壊宝箱*10を 勝ち取りました 2026-5-27 20:04:34"
529,#480:d-10,#480,449,349,都市,破壊,2026/05/27 20:12,都市,破壊,2026/05/27 20:12,IMG_1298.PNG,destroy,visible_datetime,"#440[Gcc]が#480[BgNa]領有中のLV.3都市 #480(449,349)を攻撃し、陣営のために破壊宝箱＊10を 勝ち取りました 2026-5-27 20:12:18"
975,#509:d-10,#509,449,349,都市,破壊,2026/05/27 20:17,都市,破壊,2026/05/27 20:17,IMG_1299.PNG,destroy,visible_datetime,"#476[476Aが#509[5SQ]領有中のLV.3都市 #509(449,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-27 20:17:55"
1189,#511:g-10,#511,449,649,都市,破壊,2026/05/27 20:20,都市,破壊,2026/05/27 20:20,IMG_1299.PNG,destroy,visible_datetime,"#480[Wbuが#511[DaNG]領有中のLV.3都市 #511(449,649)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-27 20:20:19"
1197,#511:e-8,#511,349,449,都市,破壊,2026/05/27 20:23,都市,破壊,2026/05/27 20:23,IMG_1299.PNG,destroy,visible_datetime,"#523[WUG]が#511[10]領有中のLV.3都市#511(349,449)を 攻撃し、陣宮のために破壊宝箱*10を勝ち取りました 2026-5-27 20:23:12"
1077,#509:i-16,#509,749,849,都市,破壊,2026/05/27 20:23,都市,破壊,2026/05/27 20:23,IMG_1299.PNG,destroy,visible_datetime,"#503[UMN]が#509[OTT]領有中のLV.1都市 #509(749,849)を攻撃し、陣営のために破壊宝箱xを勝 ち取りました 2026-5-27 20:23:18"
530,#480:d-12,#480,549,349,都市,破壊,2026/05/27 20:23,都市,破壊,2026/05/27 20:23,IMG_1299.PNG,destroy,visible_datetime,"#440[Gcc]が#480[WbW]領有中のLV.3都市 #480(549,349)を攻撃し、陣営のために破壊宝箱x10を 勝ち取りました 2026-5-27 20:23:21"
1293,#511:g-6,#511,249,649,都市,破壊,2026/05/27 20:25,都市,破壊,2026/05/27 20:25,IMG_1300.PNG,destroy,visible_datetime,"#523[WUG]が#511[0]領有中のLV.2都市#511(249,649)を 攻撃し、陣宮のために破壊宝箱＊5を勝ち取りました 2026-5-27 20:25:53"
1632,#534:b-16,#534,749,149,都市,MOE,2026/05/28 7:02,都市,MOE,2026/05/28 07:02,IMG_1304.PNG,occupy,visible_time,"連盟MOEがLV.1密林の村 #534(X:749,Y:149) を占領"
1137,#511:E-7,#511,299,399,漁場,fIrE,2026/05/28 7:10,漁場,fIrE,2026/05/28 07:10,IMG_1305.PNG,steal,visible_time,"連盟fIrEは連盟LOのLV.3漁場 #511(X:299,Y:399)を奪い"
1114,#511:D-7,#511,299,299,漁場,WUG,2026/05/28 7:18,漁場,WUG,2026/05/28 07:18,IMG_1306.PNG,steal,visible_time,"連盟WUGは連盟SVhのLV.3漁場 #511(X:299,Y:299)を奪い"
548,#480:A-11,#480,499,20,漁場,IMP,2026/05/28 7:18,漁場,IMP,2026/05/28 07:18,IMG_1306.PNG,occupy,visible_time,"連盟IMpがLV.1漁場 #480(X:499,Y:20)を占 領"
1620,#534:A-13,#534,599,20,漁場,4tH,2026/05/28 7:18,漁場,4tH,2026/05/28 07:18,IMG_1306.PNG,steal,visible_time,"連盟4tHは連盟W6fのLV.1漁場 #534(X:599,Y:20)を奪い"
1641,#534:C-17,#534,799,199,漁場,MOE,2026/05/28 7:22,漁場,MOE,2026/05/28 07:22,IMG_1307.PNG,occupy,visible_time,"連盟MOEがLV.2漁場 #534(X:799,Y:199)を占 領"
309,#476:A-3,#476,99,20,漁場,476T,2026/05/28 7:30,漁場,476T,2026/05/28 07:30,IMG_1308.PNG,occupy,visible_time,"連盟476TがLV.1漁場 #476(X:99,Y:20)を占領"
1228,#511:b-12,#511,549,149,都市,sbM,2026/05/28 7:30,都市,sbM,2026/05/28 07:30,IMG_1308.PNG,first_occupy,visible_time,"連盟sbMがLV.1密林の村#511(X:549,Y:149) を占領"
763,#503:b-10,#503,449,149,都市,one,2026/05/28 8:30,都市,one,2026/05/28 08:30,IMG_1311.PNG,first_occupy,visible_time,"連盟oneがLV.1湿地の村 #503(X:449,Y:149) を占領"
654,#480:j-16,#480,749,949,都市,MtG,2026/05/28 9:36,都市,MtG,2026/05/28 09:36,IMG_1312.PNG,first_occupy,visible_time,"連盟MtGがLV.1湿地の村#480(X:749,Y:949) を占領"
