image,screen_type,event_time,actor_server,actor_alliance,opponent_alliance,target_server,x,y,level,terrain,kind_raw,kind_sheet,action,owner_for_sheet,confidence,time_source,source_text
IMG_2288.PNG,timeline_chat,2026/06/17 22:50:50,,H69,,#480,99,799,1,,漁場,漁場,occupy,H69,low,image_metadata_inferred,"連盟H69がLV.1漁場 #480(X:99,Y:799)を占 領"
IMG_2288.PNG,timeline_chat,2026/06/14 09:59:00,,MtG,,#8061,424,74,6,,漁場,漁場,occupy,MtG,medium,visible_time,"連盟MtGがLV.6漁場 #8061(X:424,Y:74)を占 領"
IMG_2289.PNG,timeline_chat,2026/06/14 11:01:00,,fzn,,#503,99,899,1,,漁場,漁場,occupy,fzn,low,previous_image_visible_time,"連盟fznがLV.1漁場 #503(X:99,Y:899)を占領"
IMG_2289.PNG,timeline_chat,2026/06/14 11:25:00,,fzn,,#503,99,799,1,,漁場,漁場,occupy,fzn,medium,visible_time,"連盟fznがLV.1漁場 #503(X:99,Y:799)を占領"
IMG_2289.PNG,timeline_chat,2026/06/14 11:44:00,,476X,,#523,399,699,3,,漁場,漁場,occupy,476X,medium,visible_time,"連盟476XがLV.3漁場 #523(X:399,Y:699)を 占領"
IMG_2289.PNG,timeline_chat,2026/06/14 11:49:00,,MtG,,#8061,524,74,6,,漁場,漁場,occupy,MtG,medium,visible_time,"連盟MtGがLV.6漁場 #8061(X:524,Y:74)を占 領"
IMG_2290.PNG,timeline_chat,2026/06/14 11:55:00,,moca,,#534,299,978,1,,漁場,漁場,occupy,moca,low,previous_image_visible_time,"連盟mocaがLV.1漁場 #534(X:299,Y:978)を 占領"
IMG_2290.PNG,timeline_chat,2026/06/14 12:22:00,,AAOA,,#503,599,299,3,,漁場,漁場,occupy,AAOA,medium,visible_time,"連盟AAOAがLV.3漁場#503(X:599,Y:299)を 占領"
IMG_2291.PNG,timeline_chat,2026/06/14 14:25:00,,4tH,,#8061,674,974,5,,漁場,漁場,occupy,4tH,low,previous_image_visible_time,"連盟4tHがLV.5漁場 #8061(X:674,Y:974)を 占領"
IMG_2291.PNG,timeline_chat,2026/06/14 14:25:00,,UMN,,#440,978,978,1,,漁場,漁場,occupy,UMN,medium,visible_time,"連盟UMNがLV.1漁場 #440(X:978,Y:978)を 占領"
IMG_2291.PNG,timeline_chat,2026/06/14 14:39:00,,4tH,,#8061,624,924,6,,漁場,漁場,occupy,4tH,medium,visible_time,"連盟4tHがLV.6漁場 #8061(X:624,Y:924)を 占領"
IMG_2291.PNG,timeline_chat,2026/06/14 14:39:00,,EDFS,,#440,699,20,1,,漁場,漁場,occupy,EDFS,medium,visible_time,"連盟EDFSがLV.1漁場 #440(X:699,Y:20)を占 領"
IMG_2292.PNG,timeline_chat,2026/06/14 16:21:00,,ALj,,#511,20,699,1,,漁場,漁場,occupy,ALj,medium,visible_time,"連盟ALjがLV.1漁場 #511(X:20,Y:699)を占領"
IMG_2293.PNG,timeline_chat,2026/06/14 16:56:00,,476M,,#440,99,599,1,,漁場,漁場,occupy,476M,low,previous_image_visible_time,"連盟476MがLV.1漁場 #440(X:99,Y:599)を占 領"
IMG_2293.PNG,timeline_chat,2026/06/14 17:04:00,,ALj,,#8061,74,624,6,,漁場,漁場,occupy,ALj,medium,visible_time,"連盟ALjがLV.6漁場 #8061(X:74,Y:624)を占 領"
IMG_2294.PNG,timeline_chat,2026/06/14 18:07:00,,NBNH,,#440,699,99,1,,漁場,漁場,occupy,NBNH,medium,visible_time,"連盟NBNHがLV.1漁場 #440(X:699,Y:99)を 占領"
IMG_2294.PNG,timeline_chat,2026/06/14 19:12:00,,MOn,,#523,899,199,1,,漁場,漁場,occupy,MOn,medium,visible_time,"連盟MOnがLV.1漁場 #523(X:899,Y:199)を 占領"
IMG_2295.PNG,timeline_chat,2026/06/14 20:49:00,,TrX,,#480,299,199,2,,漁場,漁場,occupy,TrX,low,previous_image_visible_time,"連盟TrXがLV.2漁場 #480(X:299,Y:199)を占 領"
IMG_2295.PNG,timeline_chat,2026/06/14 21:08:00,,Stj,,#509,699,799,2,,漁場,漁場,occupy,Stj,medium,visible_time,"連盟StjがLV.2漁場 #509(X:699,Y:799)を占 領"
IMG_2295.PNG,timeline_chat,2026/06/14 21:16:00,,JDX,,#523,20,699,1,,漁場,漁場,occupy,JDX,medium,visible_time,"連盟DXがLV.1漁場 #523(X:20,Y:699)を占領"
IMG_2296.PNG,timeline_chat,2026/06/14 21:20:00,,JDX,,#523,20,699,1,,漁場,漁場,occupy,JDX,low,previous_image_visible_time,"連盟DXがLV.1漁場 #523(X:20,Y:699)を占領"
IMG_2296.PNG,timeline_chat,2026/06/14 21:20:00,,TIKW,,#509,799,799,2,,漁場,漁場,occupy,TIKW,medium,visible_time,"連盟TIKWがLV.2漁場 #509(X:799,Y:799)を 占領"
IMG_2296.PNG,timeline_chat,2026/06/14 21:20:00,,Lghs,,#8061,124,274,7,,漁場,漁場,occupy,Lghs,medium,visible_time,"連盟LghsがLV.7漁場 #8061(X:124,Y:274)を 占領"
IMG_2296.PNG,timeline_chat,2026/06/14 22:07:00,,COZy,,#440,978,99,1,,漁場,漁場,occupy,COZy,medium,visible_time,"連盟COZyがLV.1漁場 #440(X:978,Y:99)を占 領"
IMG_2297.PNG,timeline_chat,2026/06/14 22:33:00,,COZy,,#440,978,20,1,,漁場,漁場,occupy,COZy,low,previous_image_visible_time,"連盟COZyがLV.1漁場 #440(X:978,Y:20)を占 領"
IMG_2297.PNG,timeline_chat,2026/06/14 22:39:00,,SHA,,#511,399,299,3,,漁場,漁場,occupy,SHA,medium,visible_time,"連盟SHAがLV.3漁場 #511(X:399,Y:299)を占 領"
IMG_2297.PNG,timeline_chat,2026/06/14 23:07:00,,NBNH,,#440,699,199,2,,漁場,漁場,occupy,NBNH,medium,visible_time,"連盟NBNHがLV.2漁場 #440(X:699,Y:199)を 占領"
IMG_2298.PNG,timeline_chat,2026/06/14 23:15:00,,EDFS,,#440,799,99,1,,漁場,漁場,occupy,EDFS,low,previous_image_visible_time,"連盟EDFSがLV.1漁場 #440(X:799,Y:99)を占 領"
IMG_2298.PNG,timeline_chat,2026/06/14 23:26:00,,MtG,,#8061,524,124,7,,漁場,漁場,occupy,MtG,medium,visible_time,"連盟MtGがLV.7漁場 #8061(X:524,Y:124)を 占領"
IMG_2299.PNG,timeline_chat,2026/06/15 00:03:00,,GX99,,#503,99,699,1,,漁場,漁場,occupy,GX99,low,previous_image_visible_time,"連盟GX99がLV.1漁場 #503(X:99,Y:699)を占 領"
IMG_2299.PNG,timeline_chat,2026/06/15 00:06:00,,f4j,,#509,299,599,3,,漁場,漁場,occupy,f4j,medium,visible_time,"連盟f4jがLV.3漁場 #509(X:299,Y:599)を占 領"
IMG_2299.PNG,timeline_chat,2026/06/15 00:06:00,,476B,,#476,399,20,1,,漁場,漁場,occupy,476B,medium,visible_time,"連盟476BがLV.1漁場 #476(X:399,Y:20)を占 領"
IMG_2300.PNG,timeline_chat,2026/06/15 00:27:00,,476A,,#476,299,20,1,,漁場,漁場,occupy,476A,low,previous_image_visible_time,"連盟476AがLV.1漁場 #476(X:299,Y:20)を占 領"
IMG_2300.PNG,timeline_chat,2026/06/15 00:27:00,,H69,,#480,20,799,1,,漁場,漁場,occupy,H69,medium,visible_time,"連盟H69がLV.1漁場 #480(X:20,Y:799)を占 領"
IMG_2300.PNG,timeline_chat,2026/06/15 00:40:00,,476B,,#523,199,978,1,,漁場,漁場,occupy,476B,medium,visible_time,"連盟476BがLV.1漁場 #523(X:199,Y:978)を 占領"
IMG_2301.PNG,timeline_chat,2026/06/15 00:52:00,,476A,,#523,99,978,1,,漁場,漁場,occupy,476A,low,previous_image_visible_time,"連盟476AがLV.1漁場 #523(X:99,Y:978)を占 領"
IMG_2301.PNG,timeline_chat,2026/06/15 00:52:00,,f4j,,#509,299,499,3,,漁場,漁場,occupy,f4j,medium,visible_time,"連盟f4jがLV.3漁場 #509(X:299,Y:499)を占 領"
